item_id,manage_number
2882277,A0083788
2882287,AD010184
2882319,DB016624
2882333,HV019036
2882342,FH023482
2882386,AP000645
2882395,XH006793
2882426,NU024811
2882469,GJ021530
2882487,XP005500
2882493,IY016048
2882511,VU007360
2882516,EN014005
2882518,EN014007
2882584,A0083853
2882592,BV007715
2882594,BV007717
2882672,OU006799
2882707,A0083883
2882708,A0083884
2882709,A0083885
2882710,A0083886
2882711,A0083887
2882744,A0083900
2882753,A0083906
2882782,HV019046
2882788,HV019052
2882801,XM005022
2882802,XM005023
2882803,XM005024
2882804,XM005025
2882805,XM005026
2882871,FH023495
2882890,AG008560
2882893,VR004436
2882894,VR004437
2882903,A0083926
2882906,XV005404
2882932,RV008377
2882933,RV008378
2882937,BV007722
2882940,BV007725
2882944,BV007729
2882945,BV007730
2882946,BV007731
2882947,BV007732
2882976,FH023500
2882978,FH023502
2882979,FH023503
2882983,FH023507
2882984,FH023508
2882986,FH023510
2882987,FH023511
2882989,FH023513
2882991,FH023515
2883001,AW007792
2883024,SU016207
2883025,SU016208
2883026,SU016209
2883061,DD020373
2883164,VX007168
2883200,A0083970
2883226,AD010190
2883314,A0084013
2883315,AX006139
2883318,A0084016
2883348,AI010435
2883350,AI010437
2883360,GM015760
2883363,AX006142
2883364,AX006143
2883365,AX006144
2883366,AX006145
2883391,A0084034
2883393,A0084036
2883408,A0084040
2883427,SU016216
2883446,YD011405
2883485,EN014016
2883496,DJ013915
2883497,DJ013916
2883585,DJ013932
2883586,DJ013933
2883589,XO007343
2883691,HV019067
2883713,XI006119
2883714,XI006120
2883716,XI006122
2883717,XI006123
2883718,XI006124
2883735,PG027812
2883758,EE012649
2883863,SU016240
2883894,RX009028
2883921,A0084167
2883922,A0084168
2883943,A0084170
2883947,IY016059
2883949,IY016061
2883976,VM006607
2884007,YF010120
2884008,YF010121
2884025,A0084200
2884026,A0084201
2884027,A0084202
2884029,A0084204
2884039,A0084211
2884046,XT003108
2884090,BW008143
2884092,NU024828
2884096,OU006825
2884097,OU006826
2884098,OU006827
2884159,A0084260
2884160,A0084261
2884163,A0084264
2884164,A0084265
2884165,A0084266
2884166,A0084267
2884167,A0084268
2884187,RV008400
2884219,YF010124
2884230,A0084283
2884298,A0084311
2884314,GJ021563
2884322,EE012654
2884395,A0084343
2884408,YE009484
2884419,IY016068
2884420,IY016069
2884421,IY016070
2884429,FN016079
2884439,BU007075
2884440,BU007076
2884441,BU007077
2884461,A0084355
2884484,A0084368
2884485,A0084369
2884511,VU007380
2884520,VU007389
2884521,VU007390
2884522,VU007391
2884523,VU007392
2884524,VU007393
2884525,VU007394
2884537,OZ016169
2884538,OZ016170
2884539,OZ016171
2884543,BJ008625
2884544,BJ008626
2884545,BJ008627
2884577,A0084395
2884578,A0084396
2884601,A0084412
2884602,A0084413
2884636,XO007352
2884656,YZ023478
2884664,XT003111
2884667,XT003114
2884722,TM023881
2884743,AX006161
2884744,AX006162
2884779,A0084471
2884802,XH006811
2884806,A0084476
2884844,XH006821
2884850,A0084503
2884851,A0084504
2884852,A0084505
2884857,A0084510
2884858,A0084511
2884880,PX013920
2884924,FP018703
2884947,SU016252
2884973,A0084559
2884974,A0084560
2884975,A0084561
2884976,A0084562
2885036,A0084571
2885073,A0084598
2885092,BW008156
2885094,RT011912
2885095,RT011913
2885135,AD010205
2885137,AD010207
2885151,GJ021567
2885152,GJ021568
2885170,PH018414
2885202,IW017129
2885209,MC017219
2885217,VU007404
2885244,A0084624
2885270,VR004443
2885276,YP013448
2885280,VX007180
2885281,VX007181
2885305,A0084646
2885312,AY005705
2885349,A0084662
2885354,OZ016181
2885355,OZ016182
2885356,OZ016183
2885359,A0084664
2885361,A0084666
2885373,BU007083
2885396,OU006841
2885414,XR005661
2885445,YZ023516
2885446,YZ023517
2885461,FU027383
2885462,FU027384
2885475,EF017957
2885479,TU035072
2885485,RX009040
2885486,RX009041
2885525,A0084723
2885553,FU027388
2885554,FU027389
2885555,FU027390
2885991,GJ021577
2886017,RX009047
2886026,VX007188
2886027,VX007189
2886031,VX007193
2886037,VX007199
2886038,VX007200
2886050,XB005695
2886061,A0084883
2886065,A0084887
2886074,RX009049
2886110,CR023165
2886113,CR023168
2886128,RX009056
2886172,AY005708
2886177,A0084910
2886178,A0084911
2886190,FH023547
2886209,RV008413
2886238,A0084930
2886273,A0084938
2886280,A0084945
2886298,GE017208
2886299,GE017209
2886300,GE017210
2886301,GE017211
2886302,GE017212
2886304,GE017214
2886305,GE017215
2886306,GE017216
2886307,GE017217
2886308,GE017218
2886310,GE017220
2886311,GE017221
2886313,GE017223
2886375,A0084975
2886376,A0084976
2886377,A0084977
2886400,A0084983
2886417,IU015844
2886460,ID019619
2886475,GE017225
2886476,GE017226
2886477,GE017227
2886478,GE017228
2886479,GE017229
2886484,GE017234
2886525,XS004596
2886526,XS004597
2886552,A0085031
2886567,WB030550
2886568,WB030551
2886573,A0085040
2886616,GE017235
2886619,GE017238
2886622,GE017241
2886623,GE017242
2886624,GE017243
2886625,GE017244
2886626,GE017245
2886627,GE017246
2886629,GE017248
2886631,XB005703
2886660,A0085073
2886661,A0085074
2886662,A0085075
2886710,XH006848
2886715,A0085097
2886716,A0085098
2886717,A0085099
2886727,AH007943
2886729,AH007945
2886732,AH007948
2886774,XP005520
2886778,GE017250
2886781,OZ016189
2886782,OZ016190
2886801,FH023552
2886802,FH023553
2886803,FH023554
2886804,FH023555
2886806,FH023557
2886807,FH023558
2886810,FH023561
2886811,FH023562
2886822,OU006876
2886843,YY005242
2886844,YY005243
2886848,YY005247
2886858,XH006851
2886859,XH006852
2886860,XH006853
2886863,XH006856
2886865,XH006858
2886866,XH006859
2886867,XH006860
2886873,XH006866
2886895,YY005251
2886898,A0085149
2886902,YE009497
2886918,A0085157
2886922,YE009500
2886959,YY005254
2886976,A0085173
2886977,A0085174
2886985,XH006868
2886986,XH006869
2886987,XH006870
2886988,XH006871
2886989,XH006872
2886990,XH006873
2886991,XH006874
2886992,XH006875
2886993,XH006876
2886994,XH006877
2886995,XH006878
2886996,XH006879
2886999,XH006882
2887002,XH006885
2887003,XH006886
2887005,XR005667
2887018,XB005705
2887027,XS004599
2887028,XS004600
2887054,XR005675
2887055,XR005676
2887056,XR005677
2887057,XR005678
2887058,XR005679
2887059,XR005680
2887060,XR005681
2887061,XR005682
2887062,XR005683
2887063,XR005684
2887064,XR005685
2887078,PA020162
2887086,OW007696
2887089,OW007699
2887090,OW007700
2887091,OW007701
2887092,OW007702
2887098,VU007416
2887100,VU007418
2887106,A0085196
2887109,A0085199
2887111,A0085201
2887124,VM006634
2887137,XH006888
2887139,XH006890
2887141,XH006892
2887145,XH006896
2887146,XH006897
2887147,XH006898
2887148,XH006899
2887149,XH006900
2887154,AC007654
2887198,AC007656
2887199,AC007657
2887203,AC007661
2887205,A0085219
2887216,A0085222
2887237,EX014133
2887242,FH023599
2887248,A0085232
2887259,AC007662
2887260,AC007663
2887262,AC007665
2887263,AC007666
2887264,AC007667
2887265,AC007668
2887266,AC007669
2887267,AC007670
2887268,AC007671
2887269,AC007672
2887270,AC007673
2887271,AC007674
2887272,AC007675
2887274,AC007677
2887287,A0085240
2887323,XH006906
2887324,XH006907
2887326,XH006909
2887329,XH006912
2887338,XH006921
2887405,A0085289
2887409,XS004603
2887429,AC007683
2887437,AC007691
2887438,AC007692
2887463,A0085300
2887470,PH018426
2887471,PH018427
2887483,XS004617
2887484,XS004618
2887485,XS004619
2887489,AI010458
2887491,AI010460
2887496,OZ016191
2887534,XG005387
2887560,YZ023554
2887569,OU006881
2887590,A0085342
2887631,YF010156
2887665,IY016082
2887677,YF010162
2887689,A0085370
2887702,FP018727
2887718,GJ021589
2887748,A0085378
2887751,HV019096
2887775,PH018438
2887785,A0085390
2887793,A0085397
2887798,A0085399
2887806,XB005707
2887831,A0085409
2887855,FU027434
2887870,XG005401
2887903,PG027938
2887912,A0085431
2887915,A0085434
2887922,AX006172
2887937,DU014035
2887960,XB005715
2887969,BZ007052
2888014,NP017867
2888101,PG027943
2888102,PG027944
2888103,PG027945
2888167,PG027949
2888186,TM023889
2888187,TM023890
2888214,YF010168
2888218,GE017271
2888219,A0085516
2888220,A0085517
2888242,XB005732
2888282,WB030575
2888295,A0085532
2888297,A0085533
2888298,A0085534
2888313,MC017249
2888314,MC017250
2888316,MC017252
2888339,FP018750
2888344,A0085551
2888345,SU016275
2888347,SU016277
2888357,GN018733
2888362,GN018738
2888366,GN018742
2888370,BY006995
2888391,A0085555
2888393,A0085557
2888410,A0085571
2888425,XB005734
2888436,VO004415
2888461,A0085589
2888463,BU007102
2888464,BU007103
2888472,YC012251
2888488,A0085601
2888505,AG008591
2888506,AG008592
2888509,AG008595
2888512,AG008598
2888559,YF010171
2888572,XH006933
2888575,XH006936
2888579,XH006940
2888581,XH006942
2888589,A0085634
2888667,A0085667
2888695,OW007712
2888705,OW007722
2888710,RT011928
2888740,A0085683
2888741,A0085684
2888758,IY016100
2888771,A0085698
2888772,A0085699
2888783,A0085703
2888788,A0085705
2888790,A0085707
2888807,A0085710
2888817,A0085720
2888842,VX007264
2888845,VX007267
2888856,TM023900
2888883,A0085744
2888884,A0085745
2888909,A0085757
2888913,A0085761
2888914,A0085762
2888915,A0085763
2888916,A0085764
2888917,A0085765
2888925,XH006947
2888926,XH006948
2888929,XH006951
2888935,XH006957
2888963,YY005285
2888972,PY021289
2888973,PY021290
2888974,PY021291
2888978,A0085779
2888979,A0085780
2888980,A0085781
2888981,A0085782
2888995,A0085796
2889008,PY021292
2889032,XH006971
2889033,XH006972
2889034,XH006973
2889035,XH006974
2889036,XH006975
2889037,XH006976
2889039,XH006978
2889040,XH006979
2889041,XH006980
2889042,XH006981
2889046,XH006985
2889047,XH006986
2889050,XH006989
2889051,XH006990
2889085,OU006886
2889175,A0085843
2889181,A0085849
2889232,VU007435
2889238,VR004453
2889239,VR004454
2889240,VR004455
2889253,YD011409
2889266,YP013475
2889269,YP013478
2889274,WU005257
2889276,A0085870
2889277,A0085871
2889303,A0085880
2889316,A0085882
2889368,GM015774
2889381,A0085896
2889389,XR005696
2889407,HX019799
2889456,A0085913
2889458,HV019110
2889519,AG008619
2889522,AG008622
2889526,PZ028706
2889529,PZ028709
2889530,PZ028710
2889531,PZ028711
2889532,PZ028712
2889576,A0085940
2889577,A0085941
2889656,RX009073
2889661,IY016122
2889691,A0085989
2889721,WP009827
2889722,WP009828
2889724,WP009830
2889725,WP009831
2889726,WP009832
2889742,CR023178
2889773,A0086015
2889775,A0086017
2889785,A0086019
2889791,HV019116
2889810,A0086029
2889857,GM015783
2889863,VM006639
2889885,EN014049
2889886,EN014050
2889887,EN014051
2889888,EN014052
2889889,EN014053
2889890,EN014054
2889933,A0086073
2889940,XM005052
2889954,AG008634
2890005,EN014059
2890018,SD015485
2890025,SD015492
2890030,A0086096
2890050,A0086111
2890087,ID019630
2890099,ID019631
2890100,ID019632
2890128,A0086133
2890129,A0086134
2890130,A0086135
2890143,VM006645
2890144,VM006646
2890145,VM006647
2890146,VM006648
2890147,VM006649
2890223,A0086161
2890249,AX006194
2890263,DJ013965
2890271,A0086167
2890284,A0086169
2890285,A0086170
2890288,GG012499
2890311,VX007280
2890325,A0086184
2890326,A0086185
2890327,A0086186
2890332,A0086191
2890333,A0086192
2890360,TW012230
2890364,XO007386
2890368,EF017980
2890369,EF017981
2890388,EF017982
2890389,A0086209
2890390,A0086210
2890391,A0086211
2890393,A0086213
2890480,YE009544
2890508,FH023643
2890531,VX007292
2890539,A0086271
2890574,FH023656
2890577,A0086285
2890635,RT011939
2890650,A0086306
2890669,FH023665
2890670,FH023666
2890671,FH023667
2890672,FH023668
2890684,A0086317
2890727,YY005318
2890730,YY005321
2890731,YY005322
2890733,YY005324
2890734,YY005325
2890762,PO020298
2890777,VU007452
2890779,VU007454
2890780,VU007455
2890794,XO007400
2890805,SU016290
2890809,YV010167
2890851,PG028014
2890864,GE017279
2890870,VU007459
2890871,VU007460
2890878,A0086347
2890923,XO007406
2890975,EX014145
2891021,YD011429
2891032,A0086386
2891033,A0086387
2891079,EX014150
2891082,CS011762
2891100,WU005272
2891140,A0086405
2891147,WU005279
2891171,XG005411
2891175,DU014049
2891195,A0086410
2891196,A0086411
2891231,WZ086272
2891232,WZ086273
2891233,WZ086274
2891237,A0086423
2891241,A0086427
2891243,A0086429
2891259,EX014155
2891264,A0086434
2891265,A0086435
2891311,A0086453
2891324,GE017287
2891325,GE017288
2891326,GE017289
2891348,XS004650
2891350,XS004652
2891467,A0086484
2891470,A0086487
2891481,DV017996
2891485,DV018000
2891495,DV018010
2891496,DV018011
2891497,DV018012
2891502,OZ016208
2891503,OZ016209
2891504,OZ016210
2891505,OZ016211
2891539,GE017291
2891540,GE017292
2891541,GE017293
2891542,GE017294
2891543,GE017295
2891545,GE017297
2891562,A0086516
2891577,RY012016
2891585,FP018783
2891586,FP018784
2891599,XO007415
2891600,XO007416
2891644,AG008665
2891679,VU007465
2891690,RX009087
2891693,RX009090
2891694,RX009091
2891707,A0086561
2891711,A0086565
2891712,A0086566
2891725,WP009846
2891756,RX009093
2891763,A0086584
2891766,A0086587
2891785,WP009850
2891787,WP009852
2891788,WP009853
2891812,GZ018682
2891835,A0086618
2891861,EE012666
2891862,EE012667
2891863,EE012668
2891864,EE012669
2891865,EE012670
2891868,EE012673
2891871,EE012676
2891916,FN016128
2891931,VM006669
2891932,VM006670
2891948,WP009855
2891964,FN016130
2891983,A0086678
2891989,FN016136
2892001,DV018013
2892020,A0086697
2892035,DV018017
2892036,DV018018
2892061,XT003145
2892174,FU027472
2893925,A0087290
2893949,TW012240
